Room,BlockStart,StudentCount,Ratio,RequiredStaff,day_of_week,week_of_year,lag_1,lag_7,LowerBound,UpperBound,Anomaly,Date
Grampy Tom Multi-Age,2024-10-09 07:00:00,1,4,2,2,41,1.0,2.0,1.0,1.0,Normal,2024-10-09
Wild Things,2024-10-09 07:00:00,2,10,2,2,41,1.0,2.0,-2.0,6.0,Normal,2024-10-09
Henry Toddlers,2024-10-09 07:00:00,1,6,2,2,41,2.0,1.0,-0.5,3.5,Normal,2024-10-09
Llamas Llamas,2024-10-09 07:00:00,1,4,2,2,41,1.0,1.0,-0.5,3.5,Normal,2024-10-09
Grampy Tom Preschool,2024-10-09 07:00:00,1,10,2,2,41,1.0,3.0,-0.5,3.5,Normal,2024-10-09
Dinosaur Stomp,2024-10-09 07:30:00,3,12,2,2,41,1.0,1.0,-2.0,6.0,Normal,2024-10-09
Rabbits,2024-10-09 07:30:00,1,6,2,2,41,3.0,1.0,-0.5,3.5,Normal,2024-10-09
Llamas Llamas,2024-10-09 07:30:00,1,4,2,2,41,1.0,1.0,-0.5,3.5,Normal,2024-10-09
Henry Infants,2024-10-09 07:30:00,2,4,2,2,41,1.0,2.0,-0.5,3.5,Normal,2024-10-09
Grampy Tom Preschool,2024-10-09 07:30:00,4,10,2,2,41,2.0,1.0,-0.5,3.5,High,2024-10-09
Wild Things,2024-10-09 07:30:00,2,10,2,2,41,4.0,1.0,-2.0,6.0,Normal,2024-10-09
Henry Multi-Age,2024-10-09 07:30:00,1,4,2,2,41,2.0,1.0,1.0,1.0,Normal,2024-10-09
Goodnight Moon,2024-10-09 07:30:00,1,4,2,2,41,1.0,3.0,1.0,1.0,Normal,2024-10-09
Pennie Preschool 1,2024-10-09 07:30:00,2,10,2,2,41,1.0,1.0,-0.5,3.5,Normal,2024-10-09
Pennie Toddlers,2024-10-09 07:30:00,1,6,2,2,41,2.0,1.0,1.0,1.0,Normal,2024-10-09
Pandas,2024-10-09 07:30:00,2,6,2,2,41,1.0,2.0,-0.5,3.5,Normal,2024-10-09
Monkeys,2024-10-09 07:30:00,1,6,2,2,41,2.0,4.0,-0.5,3.5,Normal,2024-10-09
Grampy Tom Multi-Age,2024-10-09 07:30:00,1,4,2,2,41,1.0,2.0,1.0,1.0,Normal,2024-10-09
Henry Toddlers,2024-10-09 07:30:00,2,6,2,2,41,1.0,1.0,-0.5,3.5,Normal,2024-10-09
Grampy Tom Toddlers,2024-10-09 07:30:00,3,6,2,2,41,2.0,1.0,-0.5,3.5,Normal,2024-10-09
Pre-K2,2024-10-09 07:30:00,2,12,2,2,41,3.0,2.0,-0.5,3.5,Normal,2024-10-09
House Pooh,2024-10-09 08:00:00,2,4,2,2,41,2.0,1.0,1.0,1.0,High,2024-10-09
Llamas Llamas,2024-10-09 08:00:00,2,4,2,2,41,2.0,2.0,-0.5,3.5,Normal,2024-10-09
Hungry Caterpillars,2024-10-09 08:00:00,3,4,2,2,41,2.0,1.0,1.0,1.0,High,2024-10-09
Monkeys,2024-10-09 08:00:00,2,6,2,2,41,3.0,1.0,-0.5,3.5,Normal,2024-10-09
Grampy Tom Preschool,2024-10-09 08:00:00,4,10,2,2,41,2.0,2.0,-0.5,3.5,High,2024-10-09
Henry Multi-Age,2024-10-09 08:00:00,2,4,2,2,41,4.0,3.0,1.0,1.0,High,2024-10-09
Grampy Tom Multi-Age,2024-10-09 08:00:00,1,4,2,2,41,2.0,2.0,1.0,1.0,Normal,2024-10-09
Pennie Toddlers,2024-10-09 08:00:00,1,6,2,2,41,1.0,2.0,1.0,1.0,Normal,2024-10-09
Pre-K2,2024-10-09 08:00:00,2,12,2,2,41,1.0,2.0,-0.5,3.5,Normal,2024-10-09
Pennie Preschool 1,2024-10-09 08:00:00,2,10,2,2,41,2.0,3.0,-0.5,3.5,Normal,2024-10-09
Pandas,2024-10-09 08:00:00,2,6,2,2,41,2.0,2.0,-0.5,3.5,Normal,2024-10-09
Grampy Tom Toddlers,2024-10-09 08:00:00,2,6,2,2,41,2.0,4.0,-0.5,3.5,Normal,2024-10-09
Rabbits,2024-10-09 08:00:00,1,6,2,2,41,2.0,2.0,-0.5,3.5,Normal,2024-10-09
Dinosaur Stomp,2024-10-09 08:00:00,8,12,2,2,41,1.0,1.0,-2.0,6.0,High,2024-10-09
Wild Things,2024-10-09 08:00:00,3,10,2,2,41,8.0,1.0,-2.0,6.0,Normal,2024-10-09
Pre-K1,2024-10-09 08:00:00,4,12,2,2,41,3.0,2.0,-0.5,3.5,High,2024-10-09
Pennie Toddlers,2024-10-09 08:30:00,1,6,2,2,41,4.0,2.0,1.0,1.0,Normal,2024-10-09
Pennie Infants,2024-10-09 08:30:00,2,4,2,2,41,1.0,2.0,1.0,1.0,High,2024-10-09
Wild Things,2024-10-09 08:30:00,4,10,2,2,41,2.0,2.0,-2.0,6.0,Normal,2024-10-09
Grampy Tom Preschool,2024-10-09 08:30:00,1,10,2,2,41,4.0,1.0,-0.5,3.5,Normal,2024-10-09
Pandas,2024-10-09 08:30:00,1,6,2,2,41,1.0,8.0,-0.5,3.5,Normal,2024-10-09
Dinosaur Stomp,2024-10-09 08:30:00,4,12,2,2,41,1.0,3.0,-2.0,6.0,Normal,2024-10-09
Pre-K1,2024-10-09 08:30:00,3,12,2,2,41,4.0,4.0,-0.5,3.5,Normal,2024-10-09
Grampy Tom Multi-Age,2024-10-09 08:30:00,2,4,2,2,41,3.0,1.0,1.0,1.0,High,2024-10-09
Pennie Preschool 1,2024-10-09 08:30:00,3,10,2,2,41,2.0,2.0,-0.5,3.5,Normal,2024-10-09
Llamas Llamas,2024-10-09 08:30:00,3,4,2,2,41,3.0,4.0,-0.5,3.5,Normal,2024-10-09
Rabbits,2024-10-09 08:30:00,1,6,2,2,41,3.0,1.0,-0.5,3.5,Normal,2024-10-09
Goodnight Moon,2024-10-09 08:30:00,1,4,2,2,41,1.0,1.0,1.0,1.0,Normal,2024-10-09
House Pooh,2024-10-09 08:30:00,1,4,2,2,41,1.0,4.0,1.0,1.0,Normal,2024-10-09
Monkeys,2024-10-09 08:30:00,2,6,2,2,41,1.0,3.0,-0.5,3.5,Normal,2024-10-09
Pre-K2,2024-10-09 08:30:00,1,12,2,2,41,2.0,2.0,-0.5,3.5,Normal,2024-10-09
Henry Multi-Age,2024-10-09 08:30:00,1,4,2,2,41,1.0,3.0,1.0,1.0,Normal,2024-10-09
Dinosaur Stomp,2024-10-09 09:00:00,2,12,2,2,41,1.0,3.0,-2.0,6.0,Normal,2024-10-09
Monkeys,2024-10-09 09:00:00,2,6,2,2,41,2.0,1.0,-0.5,3.5,Normal,2024-10-09
Grampy Tom Multi-Age,2024-10-09 09:00:00,1,4,2,2,41,2.0,1.0,1.0,1.0,Normal,2024-10-09
Pennie Preschool 1,2024-10-09 09:00:00,1,10,2,2,41,1.0,1.0,-0.5,3.5,Normal,2024-10-09
Llamas Llamas,2024-10-09 09:00:00,1,4,2,2,41,1.0,2.0,-0.5,3.5,Normal,2024-10-09
Henry Multi-Age,2024-10-09 09:00:00,1,4,2,2,41,1.0,1.0,1.0,1.0,Normal,2024-10-09
Wild Things,2024-10-09 09:00:00,1,10,2,2,41,1.0,1.0,-2.0,6.0,Normal,2024-10-09
Pre-K1,2024-10-09 09:00:00,1,12,2,2,41,1.0,2.0,-0.5,3.5,Normal,2024-10-09
Monkeys,2024-10-09 09:30:00,1,6,2,2,41,1.0,2.0,-0.5,3.5,Normal,2024-10-09
Henry Multi-Age,2024-10-09 09:30:00,1,4,2,2,41,1.0,1.0,1.0,1.0,Normal,2024-10-09
Grampy Tom Multi-Age,2024-10-09 09:30:00,1,4,2,2,41,1.0,1.0,1.0,1.0,Normal,2024-10-09
Pennie Preschool 1,2024-10-09 09:30:00,1,10,2,2,41,1.0,1.0,-0.5,3.5,Normal,2024-10-09
Pre-K1,2024-10-09 09:30:00,2,12,2,2,41,1.0,1.0,-0.5,3.5,Normal,2024-10-09
Monkeys,2024-10-09 10:00:00,1,6,2,2,41,2.0,1.0,-0.5,3.5,Normal,2024-10-09
Dinosaur Stomp,2024-10-09 10:00:00,1,12,2,2,41,1.0,1.0,-2.0,6.0,Normal,2024-10-09
Henry Multi-Age,2024-10-09 10:00:00,1,4,2,2,41,1.0,1.0,1.0,1.0,Normal,2024-10-09
Pre-K1,2024-10-09 10:00:00,2,12,2,2,41,1.0,1.0,-0.5,3.5,Normal,2024-10-09
Monkeys,2024-10-09 10:30:00,1,6,2,2,41,2.0,1.0,-0.5,3.5,Normal,2024-10-09
Pre-K1,2024-10-09 10:30:00,2,12,2,2,41,1.0,1.0,-0.5,3.5,Normal,2024-10-09
Dinosaur Stomp,2024-10-09 10:30:00,1,12,2,2,41,2.0,2.0,-2.0,6.0,Normal,2024-10-09
Henry Multi-Age,2024-10-09 10:30:00,1,4,2,2,41,1.0,1.0,1.0,1.0,Normal,2024-10-09
Hungry Caterpillars,2024-10-09 10:30:00,1,4,2,2,41,1.0,1.0,1.0,1.0,Normal,2024-10-09
Monkeys,2024-10-09 11:00:00,1,6,2,2,41,1.0,1.0,-0.5,3.5,Normal,2024-10-09
Pre-K1,2024-10-09 11:00:00,2,12,2,2,41,1.0,2.0,-0.5,3.5,Normal,2024-10-09
Henry Multi-Age,2024-10-09 11:00:00,1,4,2,2,41,2.0,1.0,1.0,1.0,Normal,2024-10-09
Llamas Llamas,2024-10-09 11:00:00,1,4,2,2,41,1.0,2.0,-0.5,3.5,Normal,2024-10-09
Pre-K1,2024-10-09 11:30:00,1,12,2,2,41,1.0,1.0,-0.5,3.5,Normal,2024-10-09
Llamas Llamas,2024-10-09 11:30:00,1,4,2,2,41,1.0,1.0,-0.5,3.5,Normal,2024-10-09
Llamas Llamas,2024-10-09 12:00:00,1,4,2,2,41,1.0,1.0,-0.5,3.5,Normal,2024-10-09
Pre-K1,2024-10-09 12:00:00,1,12,2,2,41,1.0,1.0,-0.5,3.5,Normal,2024-10-09
Llamas Llamas,2024-10-09 12:30:00,1,4,2,2,41,1.0,2.0,-0.5,3.5,Normal,2024-10-09
Pre-K1,2024-10-09 12:30:00,1,12,2,2,41,1.0,1.0,-0.5,3.5,Normal,2024-10-09
Pre-K1,2024-10-09 13:00:00,1,12,2,2,41,1.0,1.0,-0.5,3.5,Normal,2024-10-09
Llamas Llamas,2024-10-09 13:00:00,1,4,2,2,41,1.0,1.0,-0.5,3.5,Normal,2024-10-09
Llamas Llamas,2024-10-09 13:30:00,1,4,2,2,41,1.0,1.0,-0.5,3.5,Normal,2024-10-09
Pre-K1,2024-10-09 13:30:00,1,12,2,2,41,1.0,1.0,-0.5,3.5,Normal,2024-10-09
Llamas Llamas,2024-10-09 14:00:00,1,4,2,2,41,1.0,1.0,-0.5,3.5,Normal,2024-10-09
Pre-K1,2024-10-09 14:00:00,1,12,2,2,41,1.0,1.0,-0.5,3.5,Normal,2024-10-09
Llamas Llamas,2024-10-09 14:30:00,1,4,2,2,41,1.0,1.0,-0.5,3.5,Normal,2024-10-09
Pre-K1,2024-10-09 14:30:00,1,12,2,2,41,1.0,1.0,-0.5,3.5,Normal,2024-10-09
Pre-K1,2024-10-09 15:00:00,4,12,2,2,41,1.0,1.0,-0.5,3.5,High,2024-10-09
Grampy Tom Preschool,2024-10-09 15:00:00,2,10,2,2,41,4.0,1.0,-0.5,3.5,Normal,2024-10-09
Llamas Llamas,2024-10-09 15:00:00,1,4,2,2,41,2.0,1.0,-0.5,3.5,Normal,2024-10-09
Grampy Tom Preschool,2024-10-09 15:30:00,2,10,2,2,41,1.0,1.0,-0.5,3.5,Normal,2024-10-09
Llamas Llamas,2024-10-09 15:30:00,1,4,2,2,41,2.0,1.0,-0.5,3.5,Normal,2024-10-09
Pre-K1,2024-10-09 15:30:00,4,12,2,2,41,1.0,1.0,-0.5,3.5,High,2024-10-09
Llamas Llamas,2024-10-09 16:00:00,1,4,2,2,41,4.0,1.0,-0.5,3.5,Normal,2024-10-09
Pre-K1,2024-10-09 16:00:00,4,12,2,2,41,1.0,4.0,-0.5,3.5,High,2024-10-09
Grampy Tom Preschool,2024-10-09 16:00:00,2,10,2,2,41,4.0,2.0,-0.5,3.5,Normal,2024-10-09
Llamas Llamas,2024-10-09 16:30:00,1,4,2,2,41,2.0,1.0,-0.5,3.5,Normal,2024-10-09
Pre-K1,2024-10-09 16:30:00,1,12,2,2,41,1.0,2.0,-0.5,3.5,Normal,2024-10-09
Pre-K1,2024-10-09 17:00:00,1,12,2,2,41,1.0,1.0,-0.5,3.5,Normal,2024-10-09
Llamas Llamas,2024-10-09 17:00:00,1,4,2,2,41,1.0,4.0,-0.5,3.5,Normal,2024-10-09
Henry Multi-Age,2024-10-09 17:00:00,1,4,2,2,41,1.0,1.0,1.0,1.0,Normal,2024-10-09
Grampy Tom Multi-Age,2024-10-09 17:00:00,1,4,2,2,41,1.0,4.0,1.0,1.0,Normal,2024-10-09
Rabbits,2024-10-15 06:30:00,1,6,2,1,42,1.0,2.0,-0.5,3.5,Normal,2024-10-15
Pennie Toddlers,2024-10-15 06:30:00,1,6,2,1,42,1.0,1.0,1.0,1.0,Normal,2024-10-15
Pre-K2,2024-10-15 06:30:00,1,12,2,1,42,1.0,1.0,-0.5,3.5,Normal,2024-10-15
Pre-K2,2024-10-15 07:00:00,1,12,2,1,42,1.0,1.0,-0.5,3.5,Normal,2024-10-15
Llamas Llamas,2024-10-15 07:00:00,1,4,2,1,42,1.0,1.0,-0.5,3.5,Normal,2024-10-15
Henry Toddlers,2024-10-15 07:00:00,1,6,2,1,42,1.0,1.0,-0.5,3.5,Normal,2024-10-15
Pandas,2024-10-15 07:00:00,2,6,2,1,42,1.0,1.0,-0.5,3.5,Normal,2024-10-15
Dinosaur Stomp,2024-10-15 07:00:00,2,12,2,1,42,2.0,1.0,-2.0,6.0,Normal,2024-10-15
Wild Things,2024-10-15 07:00:00,2,10,2,1,42,2.0,1.0,-2.0,6.0,Normal,2024-10-15
Rabbits,2024-10-15 07:00:00,1,6,2,1,42,2.0,1.0,-0.5,3.5,Normal,2024-10-15
Pennie Toddlers,2024-10-15 07:00:00,1,6,2,1,42,1.0,1.0,1.0,1.0,Normal,2024-10-15
Hungry Caterpillars,2024-10-15 07:00:00,1,4,2,1,42,1.0,1.0,1.0,1.0,Normal,2024-10-15
Henry Infants,2024-10-15 07:30:00,2,4,2,1,42,1.0,1.0,-0.5,3.5,Normal,2024-10-15
Pre-K2,2024-10-15 07:30:00,2,12,2,1,42,2.0,2.0,-0.5,3.5,Normal,2024-10-15
Henry Toddlers,2024-10-15 07:30:00,2,6,2,1,42,2.0,2.0,-0.5,3.5,Normal,2024-10-15
Wild Things,2024-10-15 07:30:00,7,10,2,1,42,2.0,2.0,-2.0,6.0,High,2024-10-15
Pre-K1,2024-10-15 07:30:00,2,12,2,1,42,7.0,1.0,-0.5,3.5,Normal,2024-10-15
Grampy Tom Preschool,2024-10-15 07:30:00,2,10,2,1,42,2.0,1.0,-0.5,3.5,Normal,2024-10-15
Llamas Llamas,2024-10-15 07:30:00,1,4,2,1,42,2.0,1.0,-0.5,3.5,Normal,2024-10-15
Grampy Tom Toddlers,2024-10-15 07:30:00,4,6,2,1,42,1.0,2.0,-0.5,3.5,High,2024-10-15
Pandas,2024-10-15 07:30:00,1,6,2,1,42,4.0,2.0,-0.5,3.5,Normal,2024-10-15
Dinosaur Stomp,2024-10-15 07:30:00,4,12,2,1,42,1.0,2.0,-2.0,6.0,Normal,2024-10-15
Pennie Toddlers,2024-10-15 07:30:00,2,6,2,1,42,4.0,7.0,1.0,1.0,High,2024-10-15
Rabbits,2024-10-15 07:30:00,1,6,2,1,42,2.0,2.0,-0.5,3.5,Normal,2024-10-15
Henry Multi-Age,2024-10-15 07:30:00,1,4,2,1,42,1.0,2.0,1.0,1.0,Normal,2024-10-15
Pre-K2,2024-10-15 08:00:00,2,12,2,1,42,1.0,1.0,-0.5,3.5,Normal,2024-10-15
Henry Infants,2024-10-15 08:00:00,1,4,2,1,42,2.0,4.0,-0.5,3.5,Normal,2024-10-15
Henry Toddlers,2024-10-15 08:00:00,2,6,2,1,42,1.0,1.0,-0.5,3.5,Normal,2024-10-15
Grampy Tom Preschool,2024-10-15 08:00:00,4,10,2,1,42,2.0,4.0,-0.5,3.5,High,2024-10-15
Wild Things,2024-10-15 08:00:00,7,10,2,1,42,4.0,2.0,-2.0,6.0,High,2024-10-15
Pandas,2024-10-15 08:00:00,1,6,2,1,42,7.0,1.0,-0.5,3.5,Normal,2024-10-15
Henry Multi-Age,2024-10-15 08:00:00,1,4,2,1,42,1.0,1.0,1.0,1.0,Normal,2024-10-15
Pennie Toddlers,2024-10-15 08:00:00,2,6,2,1,42,1.0,2.0,1.0,1.0,High,2024-10-15
Dinosaur Stomp,2024-10-15 08:00:00,4,12,2,1,42,2.0,1.0,-2.0,6.0,Normal,2024-10-15
Grampy Tom Toddlers,2024-10-15 08:00:00,2,6,2,1,42,4.0,2.0,-0.5,3.5,Normal,2024-10-15
Pre-K1,2024-10-15 08:00:00,1,12,2,1,42,2.0,4.0,-0.5,3.5,Normal,2024-10-15
Wild Things,2024-10-15 08:30:00,1,10,2,1,42,1.0,7.0,-2.0,6.0,Normal,2024-10-15
Pennie Preschool 1,2024-10-15 08:30:00,1,10,2,1,42,1.0,1.0,-0.5,3.5,Normal,2024-10-15
House Pooh,2024-10-15 08:30:00,1,4,2,1,42,1.0,1.0,1.0,1.0,Normal,2024-10-15
Grampy Tom Toddlers,2024-10-15 08:30:00,1,6,2,1,42,1.0,2.0,-0.5,3.5,Normal,2024-10-15
Dinosaur Stomp,2024-10-15 08:30:00,2,12,2,1,42,1.0,4.0,-2.0,6.0,Normal,2024-10-15
Pennie Toddlers,2024-10-15 08:30:00,1,6,2,1,42,2.0,2.0,1.0,1.0,Normal,2024-10-15
Henry Toddlers,2024-10-15 08:30:00,3,6,2,1,42,1.0,1.0,-0.5,3.5,Normal,2024-10-15
Llamas Llamas,2024-10-15 08:30:00,1,4,2,1,42,3.0,1.0,-0.5,3.5,Normal,2024-10-15
Pennie Infants,2024-10-15 08:30:00,1,4,2,1,42,1.0,1.0,1.0,1.0,Normal,2024-10-15
Monkeys,2024-10-15 08:30:00,3,6,2,1,42,1.0,1.0,-0.5,3.5,Normal,2024-10-15
Goodnight Moon,2024-10-15 08:30:00,1,4,2,1,42,3.0,1.0,1.0,1.0,Normal,2024-10-15
Pre-K2,2024-10-15 08:30:00,3,12,2,1,42,1.0,2.0,-0.5,3.5,Normal,2024-10-15
Grampy Tom Preschool,2024-10-15 08:30:00,1,10,2,1,42,3.0,1.0,-0.5,3.5,Normal,2024-10-15
Pre-K1,2024-10-15 08:30:00,4,12,2,1,42,1.0,3.0,-0.5,3.5,High,2024-10-15
Hungry Caterpillars,2024-10-15 08:30:00,1,4,2,1,42,4.0,1.0,1.0,1.0,Normal,2024-10-15
Pandas,2024-10-15 08:30:00,2,6,2,1,42,1.0,1.0,-0.5,3.5,Normal,2024-10-15
Rabbits,2024-10-15 08:30:00,1,6,2,1,42,2.0,3.0,-0.5,3.5,Normal,2024-10-15
Hungry Caterpillars,2024-10-15 09:00:00,1,4,2,1,42,1.0,1.0,1.0,1.0,Normal,2024-10-15
Goodnight Moon,2024-10-15 09:00:00,1,4,2,1,42,1.0,3.0,1.0,1.0,Normal,2024-10-15
Pre-K2,2024-10-15 09:00:00,1,12,2,1,42,1.0,1.0,-0.5,3.5,Normal,2024-10-15
Pennie Preschool 1,2024-10-15 09:00:00,1,10,2,1,42,1.0,4.0,-0.5,3.5,Normal,2024-10-15
Pre-K1,2024-10-15 09:00:00,1,12,2,1,42,1.0,1.0,-0.5,3.5,Normal,2024-10-15
Dinosaur Stomp,2024-10-15 09:00:00,1,12,2,1,42,1.0,2.0,-2.0,6.0,Normal,2024-10-15
Llamas Llamas,2024-10-15 09:00:00,2,4,2,1,42,1.0,1.0,-0.5,3.5,Normal,2024-10-15
Grampy Tom Preschool,2024-10-15 09:00:00,1,10,2,1,42,2.0,1.0,-0.5,3.5,Normal,2024-10-15
Wild Things,2024-10-15 09:00:00,1,10,2,1,42,1.0,1.0,-2.0,6.0,Normal,2024-10-15
Wild Things,2024-10-15 09:30:00,1,10,2,1,42,1.0,1.0,-2.0,6.0,Normal,2024-10-15
Pennie Preschool 1,2024-10-15 09:30:00,1,10,2,1,42,1.0,1.0,-0.5,3.5,Normal,2024-10-15
Hungry Caterpillars,2024-10-15 09:30:00,1,4,2,1,42,1.0,1.0,1.0,1.0,Normal,2024-10-15
Grampy Tom Preschool,2024-10-15 09:30:00,1,10,2,1,42,1.0,1.0,-0.5,3.5,Normal,2024-10-15
Llamas Llamas,2024-10-15 09:30:00,1,4,2,1,42,1.0,2.0,-0.5,3.5,Normal,2024-10-15
Grampy Tom Preschool,2024-10-15 10:00:00,1,10,2,1,42,1.0,1.0,-0.5,3.5,Normal,2024-10-15
Pennie Preschool 1,2024-10-15 10:00:00,1,10,2,1,42,1.0,1.0,-0.5,3.5,Normal,2024-10-15
Hungry Caterpillars,2024-10-15 10:00:00,1,4,2,1,42,1.0,1.0,1.0,1.0,Normal,2024-10-15
Hungry Caterpillars,2024-10-15 10:30:00,1,4,2,1,42,1.0,1.0,1.0,1.0,Normal,2024-10-15
Grampy Tom Preschool,2024-10-15 10:30:00,1,10,2,1,42,1.0,1.0,-0.5,3.5,Normal,2024-10-15
Pennie Preschool 1,2024-10-15 10:30:00,1,10,2,1,42,1.0,1.0,-0.5,3.5,Normal,2024-10-15
Grampy Tom Preschool,2024-10-15 11:00:00,1,10,2,1,42,1.0,1.0,-0.5,3.5,Normal,2024-10-15
Grampy Tom Preschool,2024-10-15 11:30:00,1,10,2,1,42,1.0,1.0,-0.5,3.5,Normal,2024-10-15
Grampy Tom Preschool,2024-10-15 12:00:00,1,10,2,1,42,1.0,1.0,-0.5,3.5,Normal,2024-10-15
Grampy Tom Preschool,2024-10-15 12:30:00,1,10,2,1,42,1.0,1.0,-0.5,3.5,Normal,2024-10-15
Grampy Tom Preschool,2024-10-15 13:00:00,1,10,2,1,42,1.0,1.0,-0.5,3.5,Normal,2024-10-15
Grampy Tom Preschool,2024-10-15 13:30:00,1,10,2,1,42,1.0,1.0,-0.5,3.5,Normal,2024-10-15
Grampy Tom Preschool,2024-10-15 14:00:00,1,10,2,1,42,1.0,1.0,-0.5,3.5,Normal,2024-10-15
Grampy Tom Preschool,2024-10-15 14:30:00,1,10,2,1,42,1.0,1.0,-0.5,3.5,Normal,2024-10-15
Grampy Tom Preschool,2024-10-15 15:00:00,1,10,2,1,42,1.0,1.0,-0.5,3.5,Normal,2024-10-15
Grampy Tom Preschool,2024-10-15 15:30:00,1,10,2,1,42,1.0,1.0,-0.5,3.5,Normal,2024-10-15
Grampy Tom Preschool,2024-10-15 16:00:00,1,10,2,1,42,1.0,1.0,-0.5,3.5,Normal,2024-10-15
Pre-K1,2024-10-15 16:00:00,2,12,2,1,42,1.0,1.0,-0.5,3.5,Normal,2024-10-15
Pre-K2,2024-10-15 16:00:00,1,12,2,1,42,2.0,1.0,-0.5,3.5,Normal,2024-10-15
Pennie Preschool 1,2024-10-15 16:00:00,1,10,2,1,42,1.0,1.0,-0.5,3.5,Normal,2024-10-15
Pennie Preschool 1,2024-10-15 16:30:00,1,10,2,1,42,1.0,1.0,-0.5,3.5,Normal,2024-10-15
Pre-K2,2024-10-15 16:30:00,1,12,2,1,42,1.0,1.0,-0.5,3.5,Normal,2024-10-15
Grampy Tom Preschool,2024-10-15 16:30:00,1,10,2,1,42,1.0,1.0,-0.5,3.5,Normal,2024-10-15
Pre-K1,2024-10-15 16:30:00,2,12,2,1,42,1.0,1.0,-0.5,3.5,Normal,2024-10-15
Monkeys,2024-10-15 16:30:00,1,6,2,1,42,2.0,2.0,-0.5,3.5,Normal,2024-10-15
Monkeys,2024-10-15 17:00:00,1,6,2,1,42,1.0,1.0,-0.5,3.5,Normal,2024-10-15
Grampy Tom Multi-Age,2024-10-17 06:30:00,1,4,2,3,42,1.0,1.0,1.0,1.0,Normal,2024-10-17
Henry Multi-Age,2024-10-17 06:30:00,1,4,2,3,42,1.0,1.0,1.0,1.0,Normal,2024-10-17
Henry Toddlers,2024-10-17 07:00:00,2,6,2,3,42,1.0,1.0,-0.5,3.5,Normal,2024-10-17
Grampy Tom Multi-Age,2024-10-17 07:00:00,1,4,2,3,42,2.0,1.0,1.0,1.0,Normal,2024-10-17
Henry Multi-Age,2024-10-17 07:00:00,1,4,2,3,42,1.0,2.0,1.0,1.0,Normal,2024-10-17
Pennie Preschool 1,2024-10-17 07:00:00,2,10,2,3,42,1.0,1.0,-0.5,3.5,Normal,2024-10-17
Grampy Tom Toddlers,2024-10-17 07:30:00,1,6,2,3,42,2.0,1.0,-0.5,3.5,Normal,2024-10-17
Grampy Tom Multi-Age,2024-10-17 07:30:00,1,4,2,3,42,1.0,1.0,1.0,1.0,Normal,2024-10-17
Henry Toddlers,2024-10-17 07:30:00,4,6,2,3,42,1.0,1.0,-0.5,3.5,High,2024-10-17
Pre-K1,2024-10-17 07:30:00,1,12,2,3,42,4.0,2.0,-0.5,3.5,Normal,2024-10-17
Pennie Infants,2024-10-17 07:30:00,1,4,2,3,42,1.0,1.0,1.0,1.0,Normal,2024-10-17
Grampy Tom Preschool,2024-10-17 07:30:00,2,10,2,3,42,1.0,1.0,-0.5,3.5,Normal,2024-10-17
Henry Multi-Age,2024-10-17 07:30:00,2,4,2,3,42,2.0,2.0,1.0,1.0,High,2024-10-17
Henry Infants,2024-10-17 07:30:00,4,4,2,3,42,2.0,1.0,-0.5,3.5,High,2024-10-17
Pennie Preschool 1,2024-10-17 07:30:00,3,10,2,3,42,4.0,1.0,-0.5,3.5,Normal,2024-10-17
Henry Toddlers,2024-10-17 08:00:00,4,6,2,3,42,3.0,4.0,-0.5,3.5,High,2024-10-17
Grampy Tom Multi-Age,2024-10-17 08:00:00,1,4,2,3,42,4.0,1.0,1.0,1.0,Normal,2024-10-17
Grampy Tom Preschool,2024-10-17 08:00:00,1,10,2,3,42,1.0,1.0,-0.5,3.5,Normal,2024-10-17
Pennie Preschool 1,2024-10-17 08:00:00,1,10,2,3,42,1.0,2.0,-0.5,3.5,Normal,2024-10-17
Pennie Infants,2024-10-17 08:00:00,1,4,2,3,42,1.0,2.0,1.0,1.0,Normal,2024-10-17
Henry Infants,2024-10-17 08:00:00,3,4,2,3,42,1.0,4.0,-0.5,3.5,Normal,2024-10-17
Grampy Tom Toddlers,2024-10-17 08:00:00,1,6,2,3,42,3.0,3.0,-0.5,3.5,Normal,2024-10-17
Pennie Toddlers,2024-10-17 08:00:00,1,6,2,3,42,1.0,4.0,1.0,1.0,Normal,2024-10-17
Pre-K1,2024-10-17 08:00:00,2,12,2,3,42,1.0,1.0,-0.5,3.5,Normal,2024-10-17
Henry Multi-Age,2024-10-17 08:00:00,3,4,2,3,42,2.0,1.0,1.0,1.0,High,2024-10-17
Pre-K2,2024-10-17 08:00:00,2,12,2,3,42,3.0,1.0,-0.5,3.5,Normal,2024-10-17
Grampy Tom Toddlers,2024-10-17 08:30:00,1,6,2,3,42,2.0,1.0,-0.5,3.5,Normal,2024-10-17
Pre-K2,2024-10-17 08:30:00,1,12,2,3,42,1.0,3.0,-0.5,3.5,Normal,2024-10-17
Henry Multi-Age,2024-10-17 08:30:00,3,4,2,3,42,1.0,1.0,1.0,1.0,High,2024-10-17
Pennie Infants,2024-10-17 08:30:00,2,4,2,3,42,3.0,1.0,1.0,1.0,High,2024-10-17
Henry Toddlers,2024-10-17 08:30:00,4,6,2,3,42,2.0,2.0,-0.5,3.5,High,2024-10-17
Grampy Tom Multi-Age,2024-10-17 08:30:00,2,4,2,3,42,4.0,3.0,1.0,1.0,High,2024-10-17
